Citation Number,Citation Date,Citation Time,Day of the Week,Age,Race,Sex,Police Beat
SE588546,03/14/2019 12:00:00 AM,1555,Thu,23,White,Male,
SE588545,03/14/2019 12:00:00 AM,1555,Thu,23,White,Male,
E202299,03/14/2019 12:00:00 AM,1653,Thu,27,White,Male,
E202284,03/14/2019 12:00:00 AM,1455,Thu,34,White,Male,
E202294,03/14/2019 12:00:00 AM,1629,Thu,57,White,Male,
E202279,03/14/2019 12:00:00 AM,1019,Thu,30,,Male,
E202285,03/14/2019 12:00:00 AM,1507,Thu,34,Black,Female,
SE588553,03/14/2019 12:00:00 AM,1654,Thu,55,White,Male,
E202298,03/14/2019 12:00:00 AM,1654,Thu,40,Black,Female,
E202282,03/14/2019 12:00:00 AM,1455,Thu,41,White,Female,
SE588555,03/14/2019 12:00:00 AM,1701,Thu,21,Black,Female,
EV86228,03/14/2019 12:00:00 AM,920,Thu,54,White,Male,
SE588551,03/14/2019 12:00:00 AM,1620,Thu,73,Black,Male,
SE588547,03/14/2019 12:00:00 AM,1555,Thu,23,White,Male,
SE588552,03/14/2019 12:00:00 AM,1620,Thu,73,Black,Male,
SE588544,03/14/2019 12:00:00 AM,1600,Thu,40,White,Female,
EV77890,03/14/2019 12:00:00 AM,1903,Thu,43,White,Male,
E202296,03/14/2019 12:00:00 AM,1647,Thu,45,White,Male,
EV87373,03/14/2019 12:00:00 AM,1633,Thu,19,Black,Male,71
E202288,03/14/2019 12:00:00 AM,1533,Thu,28,Black,Male,
EV87370,03/14/2019 12:00:00 AM,1538,Thu,31,Black,Male,71
E202293,03/14/2019 12:00:00 AM,1620,Thu,44,White,Male,
EV87305,03/14/2019 12:00:00 AM,245,Thu,26,Black,Male,71
SE588542,03/14/2019 12:00:00 AM,1528,Thu,34,White,Female,
EV87311,03/14/2019 12:00:00 AM,415,Thu,28,White,Female,71
E202301,03/14/2019 12:00:00 AM,1702,Thu,65,Black,Male,
E202292,03/14/2019 12:00:00 AM,1600,Thu,32,White,Female,
SE588543,03/14/2019 12:00:00 AM,1528,Thu,34,White,Female,
SE588549,03/14/2019 12:00:00 AM,1617,Thu,25,Black,Male,
YE721209,03/14/2019 12:00:00 AM,703,Thu,20,White,Male,78
E202290,03/14/2019 12:00:00 AM,1546,Thu,63,Black,Male,
E202300,03/14/2019 12:00:00 AM,1702,Thu,63,White,Female,
EV-87375,03/14/2019 12:00:00 AM,1715,Thu,57,White,Male,71
YE739438,03/14/2019 12:00:00 AM,313,Thu,51,White,Female,71
EV87308,03/14/2019 12:00:00 AM,327,Thu,54,White,Male,71
EV87369,03/14/2019 12:00:00 AM,1528,Thu,34,White,Female,
E202281,03/14/2019 12:00:00 AM,1451,Thu,63,White,Male,
YE739437,03/14/2019 12:00:00 AM,313,Thu,51,White,Female,71
E202289,03/14/2019 12:00:00 AM,1541,Thu,50,White,Male,
SE588509,03/13/2019 12:00:00 AM,1626,Wed,40,Asian,Male,
SE588511,03/13/2019 12:00:00 AM,1635,Wed,22,Black,Female,
SE588521,03/13/2019 12:00:00 AM,1734,Wed,48,White,Female,
SE588471,03/13/2019 12:00:00 AM,723,Wed,47,White,Female,
YE944269,03/13/2019 12:00:00 AM,235,Wed,24,White,Male,
E202278,03/13/2019 12:00:00 AM,1850,Wed,25,Black,Male,
SE588498,03/13/2019 12:00:00 AM,1456,Wed,30,Black,Female,
YE944268,03/13/2019 12:00:00 AM,1348,Wed,23,Black,Male,
SE588528,03/13/2019 12:00:00 AM,1818,Wed,32,White,Male,
SE588530,03/13/2019 12:00:00 AM,1818,Wed,32,White,Male,
SE588523,03/13/2019 12:00:00 AM,1758,Wed,53,White,Female,
SE588558,03/13/2019 12:00:00 AM,1637,Wed,32,Black,Male,
SE588500,03/13/2019 12:00:00 AM,1519,Wed,38,White,Female,
SE588482,03/13/2019 12:00:00 AM,1158,Wed,57,White,Female,
SE588484,03/13/2019 12:00:00 AM,1211,Wed,31,White,Female,
SE588512,03/13/2019 12:00:00 AM,1643,Wed,28,White,Male,
SE588524,03/13/2019 12:00:00 AM,1804,Wed,22,Black,Male,
SE588522,03/13/2019 12:00:00 AM,1744,Wed,55,Black,Female,
SE588479,03/13/2019 12:00:00 AM,904,Wed,32,Black,Female,
SE588520,03/13/2019 12:00:00 AM,1719,Wed,55,White,Male,
SE588504,03/13/2019 12:00:00 AM,1600,Wed,23,White,Male,
SE588518,03/13/2019 12:00:00 AM,1655,Wed,53,White,Male,
SE588474,03/13/2019 12:00:00 AM,747,Wed,56,White,Male,
SE588533,03/13/2019 12:00:00 AM,1850,Wed,25,Black,Male,
SE588480,03/13/2019 12:00:00 AM,904,Wed,32,Black,Female,
SE588477,03/13/2019 12:00:00 AM,826,Wed,27,White,Male,
SE588494,03/13/2019 12:00:00 AM,1445,Wed,22,Black,Male,
SE588472,03/13/2019 12:00:00 AM,748,Wed,26,White,Male,
SE588534,03/13/2019 12:00:00 AM,1850,Wed,25,Black,Male,
SE588469,03/13/2019 12:00:00 AM,711,Wed,43,White,Male,
SE588519,03/13/2019 12:00:00 AM,1709,Wed,53,Black,Female,
SE588476,03/13/2019 12:00:00 AM,811,Wed,38,Black,Male,
SE588499,03/13/2019 12:00:00 AM,1501,Wed,59,White,Male,
SE588473,03/13/2019 12:00:00 AM,748,Wed,26,White,Male,
SE588536,03/13/2019 12:00:00 AM,1850,Wed,25,Black,Male,
SE588492,03/13/2019 12:00:00 AM,1433,Wed,45,Black,Male,
SE588493,03/13/2019 12:00:00 AM,1439,Wed,47,White,Male,
SE588478,03/13/2019 12:00:00 AM,851,Wed,41,Black,Female,
SE588489,03/13/2019 12:00:00 AM,1416,Wed,61,Black,Female,
SE588501,03/13/2019 12:00:00 AM,1532,Wed,21,White,Male,
SE588525,03/13/2019 12:00:00 AM,1804,Wed,22,Black,Male,
SE588490,03/13/2019 12:00:00 AM,1424,Wed,41,White,Male,
SE588497,03/13/2019 12:00:00 AM,1456,Wed,30,Black,Female,
SE588483,03/13/2019 12:00:00 AM,1158,Wed,57,White,Female,
SE588505,03/13/2019 12:00:00 AM,1601,Wed,34,White,Female,
SE588516,03/13/2019 12:00:00 AM,1649,Wed,71,White,Female,
E202277,03/13/2019 12:00:00 AM,1818,Wed,24,White,Female,
SE588508,03/13/2019 12:00:00 AM,1626,Wed,39,White,Male,
SE588515,03/13/2019 12:00:00 AM,1649,Wed,71,White,Female,
SE588526,03/13/2019 12:00:00 AM,1811,Wed,42,White,Male,
SE588496,03/13/2019 12:00:00 AM,1445,Wed,22,Black,Male,
E202275,03/13/2019 12:00:00 AM,1320,Wed,29,White,Male,
SE588491,03/13/2019 12:00:00 AM,1428,Wed,49,White,Female,
SE588503,03/13/2019 12:00:00 AM,1435,Wed,57,White,Male,
SE588517,03/13/2019 12:00:00 AM,1658,Wed,36,White,Female,
SE588510,03/13/2019 12:00:00 AM,1635,Wed,22,Black,Female,
SE588532,03/13/2019 12:00:00 AM,1818,Wed,32,White,Male,
SE588495,03/13/2019 12:00:00 AM,1443,Wed,28,White,Male,
SE588506,03/13/2019 12:00:00 AM,1609,Wed,68,White,Female,
SE588529,03/13/2019 12:00:00 AM,1818,Wed,32,White,Male,
SE588486,03/13/2019 12:00:00 AM,1407,Wed,28,Black,Male,
YE944267,03/13/2019 12:00:00 AM,1348,Wed,23,Black,Male,
SE588531,03/13/2019 12:00:00 AM,1818,Wed,32,White,Male,
SE588481,03/13/2019 12:00:00 AM,904,Wed,32,Black,Female,
SE588507,03/13/2019 12:00:00 AM,1690,Wed,79,Black,Female,
SE588559,03/13/2019 12:00:00 AM,1637,Wed,32,Black,Male,
SE588502,03/13/2019 12:00:00 AM,1435,Wed,57,White,Male,
SE588560,03/13/2019 12:00:00 AM,1637,Wed,32,Black,Male,
SE588513,03/13/2019 12:00:00 AM,1632,Wed,31,Black,Female,
SE588487,03/13/2019 12:00:00 AM,1408,Wed,22,Asian,Male,
SE588485,03/13/2019 12:00:00 AM,1217,Wed,23,White,Female,
SE588475,03/13/2019 12:00:00 AM,811,Wed,38,Black,Male,
SE588514,03/13/2019 12:00:00 AM,1651,Wed,48,White,Male,
SE588535,03/13/2019 12:00:00 AM,1850,Wed,25,Black,Male,
SE588488,03/13/2019 12:00:00 AM,1408,Wed,23,Asian,Female,
SE588527,03/13/2019 12:00:00 AM,1821,Wed,39,White,Female,
SE588439,03/12/2019 12:00:00 AM,717,Tue,60,White,Female,
E202270,03/12/2019 12:00:00 AM,807,Tue,56,White,Male,
SE588444,03/12/2019 12:00:00 AM,810,Tue,52,White,Male,
SE588441,03/12/2019 12:00:00 AM,745,Tue,42,Black,Female,
SE588445,03/12/2019 12:00:00 AM,830,Tue,26,White,Female,
SE588446,03/12/2019 12:00:00 AM,840,Tue,29,White,Male,
SE588453,03/12/2019 12:00:00 AM,1216,Tue,33,White,Female,
SE588450,03/12/2019 12:00:00 AM,920,Tue,51,White,Female,
SE588456,03/12/2019 12:00:00 AM,1252,Tue,41,White,Female,
YE943960,03/12/2019 12:00:00 AM,1706,Tue,32,Black,Male,
SE588449,03/12/2019 12:00:00 AM,907,Tue,37,White,Female,
SE588458,03/12/2019 12:00:00 AM,1307,Tue,53,White,Male,
SE588465,03/12/2019 12:00:00 AM,1711,Tue,22,White,Male,
EV81898,03/12/2019 12:00:00 AM,1631,Tue,43,White,Female,75
SE588468,03/12/2019 12:00:00 AM,2000,Tue,21,White,Male,
SE588448,03/12/2019 12:00:00 AM,854,Tue,40,White,Female,
E202273,03/12/2019 12:00:00 AM,1538,Tue,46,White,Male,
SE588454,03/12/2019 12:00:00 AM,1225,Tue,66,White,Male,
SE588463,03/12/2019 12:00:00 AM,1642,Tue,26,White,Female,
YE721396,03/12/2019 12:00:00 AM,555,Tue,28,,Male,
EV81896,03/12/2019 12:00:00 AM,1551,Tue,39,Black,Female,
SE588464,03/12/2019 12:00:00 AM,1642,Tue,26,White,Female,
SE588457,03/12/2019 12:00:00 AM,1259,Tue,50,Black,Male,
SE588451,03/12/2019 12:00:00 AM,929,Tue,57,White,Female,
E202272,03/12/2019 12:00:00 AM,1533,Tue,39,Black,Male,
SE588452,03/12/2019 12:00:00 AM,940,Tue,57,White,Female,
E202271,03/12/2019 12:00:00 AM,823,Tue,39,Black,Male,
SE588442,03/12/2019 12:00:00 AM,751,Tue,47,White,Male,
SE588459,03/12/2019 12:00:00 AM,1314,Tue,35,White,Female,
SE588460,03/12/2019 12:00:00 AM,1545,Tue,45,White,Female,
SE588467,03/12/2019 12:00:00 AM,1711,Tue,22,White,Male,
E202274,03/12/2019 12:00:00 AM,1608,Tue,32,Black,Male,
YE944085,03/12/2019 12:00:00 AM,525,Tue,50,,Male,
YE943983,03/12/2019 12:00:00 AM,523,Tue,53,Black,Male,
YE721397,03/12/2019 12:00:00 AM,555,Tue,28,,Male,
SE588443,03/12/2019 12:00:00 AM,806,Tue,30,White,Female,
SE588462,03/12/2019 12:00:00 AM,1545,Tue,45,White,Female,
EV81897,03/12/2019 12:00:00 AM,1606,Tue,76,White,Female,
SE588461,03/12/2019 12:00:00 AM,1545,Tue,45,White,Female,
SE588466,03/12/2019 12:00:00 AM,1711,Tue,22,White,Male,
SE588455,03/12/2019 12:00:00 AM,1244,Tue,61,Black,Female,
SE588440,03/12/2019 12:00:00 AM,730,Tue,46,White,Female,
SE588447,03/12/2019 12:00:00 AM,849,Tue,18,Black,Female,
SE588413,03/11/2019 12:00:00 AM,800,Mon,48,White,Female,
YE943984,03/11/2019 12:00:00 AM,1303,Mon,53,Black,Male,
YE944025,03/11/2019 12:00:00 AM,709,Mon,41,White,Male,
SE588423,03/11/2019 12:00:00 AM,1200,Mon,21,White,Female,
SE588433,03/11/2019 12:00:00 AM,1622,Mon,57,White,Female,
SE588431,03/11/2019 12:00:00 AM,1558,Mon,28,White,Male,
SE588436,03/11/2019 12:00:00 AM,1843,Mon,29,Black,Male,
SE588429,03/11/2019 12:00:00 AM,1538,Mon,73,Black,Female,
SE588422,03/11/2019 12:00:00 AM,1200,Mon,21,White,Female,
SE588428,03/11/2019 12:00:00 AM,1244,Mon,48,Asian,Male,
SE588426,03/11/2019 12:00:00 AM,1213,Mon,52,White,Male,
SE588425,03/11/2019 12:00:00 AM,1202,Mon,40,Black,Female,
SE588424,03/11/2019 12:00:00 AM,1200,Mon,21,White,Female,
EV81895,03/11/2019 12:00:00 AM,1827,Mon,33,White,Male,
SE588432,03/11/2019 12:00:00 AM,1558,Mon,28,White,Male,
SE588437,03/11/2019 12:00:00 AM,1939,Mon,71,White,Male,
SE588430,03/11/2019 12:00:00 AM,1557,Mon,20,,Female,
SE588421,03/11/2019 12:00:00 AM,1140,Mon,48,Black,Female,
SE588418,03/11/2019 12:00:00 AM,1044,Mon,46,White,Male,
E202262,03/11/2019 12:00:00 AM,1043,Mon,52,White,Male,
E202258,03/11/2019 12:00:00 AM,925,Mon,63,White,Male,
E202265,03/11/2019 12:00:00 AM,1145,Mon,30,White,Male,
SE588412,03/11/2019 12:00:00 AM,751,Mon,65,Black,Female,
SE588417,03/11/2019 12:00:00 AM,947,Mon,41,White,Male,
SE588435,03/11/2019 12:00:00 AM,1646,Mon,35,White,Male,
SE588419,03/11/2019 12:00:00 AM,1056,Mon,42,Black,Male,
SE588434,03/11/2019 12:00:00 AM,1646,Mon,35,White,Male,
E202260,03/11/2019 12:00:00 AM,1014,Mon,51,White,Female,
E202261,03/11/2019 12:00:00 AM,1035,Mon,66,White,Male,
SE588415,03/11/2019 12:00:00 AM,832,Mon,47,White,Male,
E202267,03/11/2019 12:00:00 AM,1302,Mon,58,White,Female,
SE588409,03/11/2019 12:00:00 AM,724,Mon,57,White,Male,
SE588410,03/11/2019 12:00:00 AM,732,Mon,39,White,Female,
E202269,03/11/2019 12:00:00 AM,1626,Mon,35,Black,Male,
E202263,03/11/2019 12:00:00 AM,1110,Mon,32,White,Female,
SE588408,03/11/2019 12:00:00 AM,716,Mon,90,White,Male,
SE588411,03/11/2019 12:00:00 AM,738,Mon,73,White,Male,
E202259,03/11/2019 12:00:00 AM,937,Mon,38,White,Male,
SE588438,03/11/2019 12:00:00 AM,2015,Mon,24,Asian,Male,
E202266,03/11/2019 12:00:00 AM,1153,Mon,63,White,Female,
SE588420,03/11/2019 12:00:00 AM,1121,Mon,39,Black,Female,
E202268,03/11/2019 12:00:00 AM,1310,Mon,62,White,Female,
SE588414,03/11/2019 12:00:00 AM,813,Mon,46,White,Female,
SE588416,03/11/2019 12:00:00 AM,911,Mon,55,White,Male,
E202257,03/11/2019 12:00:00 AM,825,Mon,26,White,Female,
SE588427,03/11/2019 12:00:00 AM,1230,Mon,57,White,Male,
E202264,03/11/2019 12:00:00 AM,1128,Mon,45,White,Female,
SE588388,03/10/2019 12:00:00 AM,1447,Sun,65,White,Female,
SE588406,03/10/2019 12:00:00 AM,1947,Sun,32,,Female,
SE588405,03/10/2019 12:00:00 AM,1947,Sun,32,,Female,
SE588396,03/10/2019 12:00:00 AM,1556,Sun,27,Black,Female,
SE588402,03/10/2019 12:00:00 AM,1745,Sun,63,Unknown,Male,
SE588400,03/10/2019 12:00:00 AM,1648,Sun,37,White,Male,
SE588393,03/10/2019 12:00:00 AM,1537,Sun,22,White,Female,
SE588398,03/10/2019 12:00:00 AM,1621,Sun,64,White,Male,
SE588392,03/10/2019 12:00:00 AM,1537,Sun,44,White,Female,
SE588399,03/10/2019 12:00:00 AM,1648,Sun,37,White,Male,
SE588390,03/10/2019 12:00:00 AM,1447,Sun,65,White,Female,
SE588401,03/10/2019 12:00:00 AM,1656,Sun,82,White,Male,
YE739273,03/10/2019 12:00:00 AM,1314,Sun,60,,Male,
SE588395,03/10/2019 12:00:00 AM,1556,Sun,27,Black,Female,
SE588394,03/10/2019 12:00:00 AM,1556,Sun,27,Black,Female,
E202256,03/10/2019 12:00:00 AM,1756,Sun,18,Black,Male,
SE588403,03/10/2019 12:00:00 AM,1756,Sun,18,Black,Male,
SE588404,03/10/2019 12:00:00 AM,1947,Sun,32,,Female,
SE588387,03/10/2019 12:00:00 AM,1405,Sun,55,White,Male,
SE588407,03/10/2019 12:00:00 AM,2156,Sun,18,White,Male,
EV81094,03/10/2019 12:00:00 AM,1325,Sun,19,Black,Male,
SE588389,03/10/2019 12:00:00 AM,1447,Sun,65,White,Female,
SE588391,03/10/2019 12:00:00 AM,1510,Sun,41,White,Male,
YE943924,03/09/2019 12:00:00 AM,817,Sat,67,White,Female,
YE943921,03/09/2019 12:00:00 AM,817,Sat,67,White,Female,
YE943923,03/09/2019 12:00:00 AM,817,Sat,67,White,Female,
YE943922,03/09/2019 12:00:00 AM,817,Sat,67,White,Female,
SE588384,03/09/2019 12:00:00 AM,1822,Sat,35,White,Male,
SE588383,03/09/2019 12:00:00 AM,1822,Sat,35,White,Male,
YE739490,03/09/2019 12:00:00 AM,2339,Sat,48,,Male,
YE739491,03/09/2019 12:00:00 AM,2339,Sat,48,,Male,
YE943926,03/09/2019 12:00:00 AM,817,Sat,67,White,Female,
YE943920,03/09/2019 12:00:00 AM,535,Sat,30,White,Female,
YE943925,03/09/2019 12:00:00 AM,817,Sat,67,White,Female,
SE588382,03/09/2019 12:00:00 AM,1822,Sat,35,White,Male,
YE944133,03/08/2019 12:00:00 AM,1103,Fri,35,White,Male,
SE588358,03/08/2019 12:00:00 AM,623,Fri,62,White,Male,
SE588365,03/08/2019 12:00:00 AM,823,Fri,39,White,Female,
SE588374,03/08/2019 12:00:00 AM,1519,Fri,20,White,Male,
E202254,03/08/2019 12:00:00 AM,1153,Fri,20,White,Male,
SE588364,03/08/2019 12:00:00 AM,750,Fri,46,White,Female,
SE588361,03/08/2019 12:00:00 AM,705,Fri,41,Black,Female,
SE588367,03/08/2019 12:00:00 AM,1005,Fri,46,White,Male,
SE588360,03/08/2019 12:00:00 AM,641,Fri,29,White,Female,
SE588371,03/08/2019 12:00:00 AM,1341,Fri,18,Black,Female,
SE588377,03/08/2019 12:00:00 AM,1808,Fri,24,Black,Male,
SE588373,03/08/2019 12:00:00 AM,1408,Fri,71,White,Female,
E202253,03/08/2019 12:00:00 AM,927,Fri,60,White,Male,
SE588372,03/08/2019 12:00:00 AM,1400,Fri,69,White,Male,
SE588375,03/08/2019 12:00:00 AM,1519,Fri,20,White,Male,
SE588363,03/08/2019 12:00:00 AM,724,Fri,23,Black,Female,
SE588362,03/08/2019 12:00:00 AM,724,Fri,23,Black,Female,
SE588366,03/08/2019 12:00:00 AM,957,Fri,46,White,Male,
SE588370,03/08/2019 12:00:00 AM,1318,Fri,90,White,Male,
YE944565,03/08/2019 12:00:00 AM,1405,Fri,27,White,Female,78
YE944564,03/08/2019 12:00:00 AM,1405,Fri,27,White,Female,78
YE600718,03/08/2019 12:00:00 AM,1030,Fri,64,Asian,Male,
SE588378,03/08/2019 12:00:00 AM,1808,Fri,24,Black,Male,
YE593896,03/08/2019 12:00:00 AM,237,Fri,31,White,Male,
SE588376,03/08/2019 12:00:00 AM,1742,Fri,44,White,Male,
SE588359,03/08/2019 12:00:00 AM,632,Fri,25,Black,Female,
E202255,03/08/2019 12:00:00 AM,1557,Fri,47,Black,Male,
SE588368,03/08/2019 12:00:00 AM,1319,Fri,28,Asian,Male,
EV84201,03/07/2019 12:00:00 AM,1017,Thu,24,White,Male,
SE588347,03/07/2019 12:00:00 AM,1052,Thu,27,White,Male,
SE588346,03/07/2019 12:00:00 AM,1037,Thu,57,White,Male,
SE588341,03/07/2019 12:00:00 AM,735,Thu,37,White,Female,
SE588352,03/07/2019 12:00:00 AM,1632,Thu,17,White,Female,
SE588351,03/07/2019 12:00:00 AM,1610,Thu,28,Black,Female,
SE588342,03/07/2019 12:00:00 AM,805,Thu,48,Asian,Female,
SE588357,03/07/2019 12:00:00 AM,2004,Thu,17,White,Male,
SE588348,03/07/2019 12:00:00 AM,1052,Thu,27,White,Male,
SE588349,03/07/2019 12:00:00 AM,1315,Thu,24,White,Female,
E202252,03/07/2019 12:00:00 AM,1124,Thu,42,White,Male,
SE588350,03/07/2019 12:00:00 AM,1452,Thu,32,White,Female,
YE944616,03/07/2019 12:00:00 AM,1045,Thu,20,Black,Male,
SE588353,03/07/2019 12:00:00 AM,1632,Thu,17,White,Female,
SE588344,03/07/2019 12:00:00 AM,845,Thu,47,White,Female,
E202251,03/07/2019 12:00:00 AM,1113,Thu,25,White,Female,
SE588355,03/07/2019 12:00:00 AM,1951,Thu,56,White,Female,
YE739436,03/07/2019 12:00:00 AM,745,Thu,49,Black,Male,
SE588345,03/07/2019 12:00:00 AM,858,Thu,55,White,Female,
SE588356,03/07/2019 12:00:00 AM,2004,Thu,17,White,Male,
SE588354,03/07/2019 12:00:00 AM,1917,Thu,57,White,Male,
SE588343,03/07/2019 12:00:00 AM,814,Thu,45,Asian,Male,
E202250,03/07/2019 12:00:00 AM,820,Thu,37,White,Female,
SE588322,03/06/2019 12:00:00 AM,1309,Wed,47,White,Male,
YE944160,03/06/2019 12:00:00 AM,1000,Wed,55,White,Female,
EV81893,03/06/2019 12:00:00 AM,1710,Wed,44,White,Female,
EV*81894,03/06/2019 12:00:00 AM,1740,Wed,26,,Female,
YE352350,03/06/2019 12:00:00 AM,1920,Wed,65,White,Male,
SE588321,03/06/2019 12:00:00 AM,1309,Wed,47,White,Male,
SE588338,03/06/2019 12:00:00 AM,1657,Wed,53,White,Male,
SE588313,03/06/2019 12:00:00 AM,652,Wed,24,White,Female,
SE588324,03/06/2019 12:00:00 AM,1325,Wed,70,White,Male,
SE588325,03/06/2019 12:00:00 AM,1336,Wed,50,White,Female,
SE588323,03/06/2019 12:00:00 AM,1325,Wed,70,White,Male,
SE588336,03/06/2019 12:00:00 AM,1630,Wed,42,White,Male,
SE588312,03/06/2019 12:00:00 AM,643,Wed,36,White,Female,
SE588339,03/06/2019 12:00:00 AM,1722,Wed,63,White,Male,
SE588334,03/06/2019 12:00:00 AM,1540,Wed,34,White,Male,
SE588330,03/06/2019 12:00:00 AM,1443,Wed,61,Asian,Male,
SE588340,03/06/2019 12:00:00 AM,1745,Wed,50,White,Male,
SE588320,03/06/2019 12:00:00 AM,815,Wed,63,White,Male,
SE588335,03/06/2019 12:00:00 AM,1607,Wed,50,White,Male,
SE588331,03/06/2019 12:00:00 AM,1453,Wed,52,White,Male,
SE588329,03/06/2019 12:00:00 AM,1433,Wed,59,White,Female,
SE588333,03/06/2019 12:00:00 AM,1515,Wed,26,White,Male,
SE588327,03/06/2019 12:00:00 AM,1411,Wed,71,White,Male,
SE588337,03/06/2019 12:00:00 AM,1641,Wed,33,White,Male,
SE588314,03/06/2019 12:00:00 AM,721,Wed,22,White,Female,
SE588319,03/06/2019 12:00:00 AM,815,Wed,63,White,Male,
SE588317,03/06/2019 12:00:00 AM,803,Wed,61,White,Male,
SE588318,03/06/2019 12:00:00 AM,815,Wed,63,White,Male,
SE588332,03/06/2019 12:00:00 AM,1453,Wed,52,White,Male,
SE588316,03/06/2019 12:00:00 AM,742,Wed,47,White,Male,
SE588328,03/06/2019 12:00:00 AM,1422,Wed,69,White,Female,
SE588315,03/06/2019 12:00:00 AM,731,Wed,60,White,Female,
SE588297,03/05/2019 12:00:00 AM,1407,Tue,28,White,Female,
YE739435,03/05/2019 12:00:00 AM,1308,Tue,35,White,Female,
YE738733,03/05/2019 12:00:00 AM,515,Tue,18,White,Female,
SE588291,03/05/2019 12:00:00 AM,1133,Tue,26,Black,Male,
SE588294,03/05/2019 12:00:00 AM,1226,Tue,40,Asian,Female,
SE588292,03/05/2019 12:00:00 AM,1133,Tue,26,Black,Male,
EV84942,03/05/2019 12:00:00 AM,901,Tue,57,White,Male,
SE588309,03/05/2019 12:00:00 AM,1642,Tue,28,Black,Female,
SE588296,03/05/2019 12:00:00 AM,1246,Tue,56,Asian,Male,
SE588300,03/05/2019 12:00:00 AM,1440,Tue,38,Black,Male,
SE588310,03/05/2019 12:00:00 AM,2032,Tue,50,White,Male,
SE588304,03/05/2019 12:00:00 AM,1604,Tue,44,White,Male,
SE588298,03/05/2019 12:00:00 AM,1407,Tue,28,White,Female,
SE588306,03/05/2019 12:00:00 AM,1640,Tue,45,White,Male,
SE588293,03/05/2019 12:00:00 AM,1145,Tue,44,White,Male,
SE588301,03/05/2019 12:00:00 AM,1457,Tue,35,White,Female,
YE944615,03/05/2019 12:00:00 AM,1220,Tue,19,Black,Male,
YE739442,03/05/2019 12:00:00 AM,1900,Tue,51,Black,Male,
SE588311,03/05/2019 12:00:00 AM,2108,Tue,45,White,Female,
SE588303,03/05/2019 12:00:00 AM,1548,Tue,48,White,Female,
SE588302,03/05/2019 12:00:00 AM,1533,Tue,27,Black,Male,
SE588305,03/05/2019 12:00:00 AM,1617,Tue,47,White,Female,
SE588295,03/05/2019 12:00:00 AM,1234,Tue,61,White,Male,
SE588307,03/05/2019 12:00:00 AM,1642,Tue,28,Black,Female,
SE588299,03/05/2019 12:00:00 AM,1426,Tue,30,White,Male,
SE588308,03/05/2019 12:00:00 AM,1642,Tue,28,Black,Female,
SE588284,03/04/2019 12:00:00 AM,1935,Mon,60,Black,Female,
YE944024,03/04/2019 12:00:00 AM,1300,Mon,50,Asian,Male,
YE944023,03/04/2019 12:00:00 AM,1300,Mon,50,Asian,Male,
YE720855,03/04/2019 12:00:00 AM,855,Mon,20,White,Male,
SE588283,03/04/2019 12:00:00 AM,1705,Mon,32,White,Male,
SE588276,03/04/2019 12:00:00 AM,646,Mon,35,White,Female,
YE944180,03/04/2019 12:00:00 AM,1352,Mon,44,White,Male,
YE944181,03/04/2019 12:00:00 AM,1352,Mon,44,White,Male,
YE944183,03/04/2019 12:00:00 AM,1352,Mon,43,White,Male,
YE720854,03/04/2019 12:00:00 AM,855,Mon,20,White,Male,
YE944182,03/04/2019 12:00:00 AM,1352,Mon,43,White,Male,
EV81892,03/04/2019 12:00:00 AM,1700,Mon,45,White,Male,
SE588286,03/04/2019 12:00:00 AM,1935,Mon,60,Black,Female,
SE588288,03/04/2019 12:00:00 AM,1935,Mon,60,Black,Female,
SE588285,03/04/2019 12:00:00 AM,1935,Mon,60,Black,Female,
SE588289,03/04/2019 12:00:00 AM,1935,Mon,60,Black,Female,
SE588287,03/04/2019 12:00:00 AM,1935,Mon,60,Black,Female,
SE588279,03/04/2019 12:00:00 AM,1557,Mon,25,Black,Female,
SE588278,03/04/2019 12:00:00 AM,1551,Mon,25,Black,Female,
SE588282,03/04/2019 12:00:00 AM,1653,Mon,34,White,Female,
SE588280,03/04/2019 12:00:00 AM,1559,Mon,25,Black,Male,
SE588281,03/04/2019 12:00:00 AM,1632,Mon,28,White,Female,
YE944262,03/03/2019 12:00:00 AM,46,Sun,49,Black,Male,
YE944266,03/03/2019 12:00:00 AM,2241,Sun,28,White,Female,72
YE738908,03/03/2019 12:00:00 AM,1342,Sun,20,Black,Male,
YE738909,03/03/2019 12:00:00 AM,1342,Sun,20,Black,Male,
YE738910,03/03/2019 12:00:00 AM,1342,Sun,20,Black,Male,
YE944265,03/03/2019 12:00:00 AM,2241,Sun,28,White,Female,72
YE944263,03/03/2019 12:00:00 AM,46,Sun,49,Black,Male,
YE944264,03/03/2019 12:00:00 AM,2241,Sun,28,White,Female,72
YE738907,03/02/2019 12:00:00 AM,1301,Sat,42,White,Male,78
YE739464,03/02/2019 12:00:00 AM,350,Sat,17,White,Male,
SE588275,03/02/2019 12:00:00 AM,1700,Sat,74,White,Male,
YE739465,03/02/2019 12:00:00 AM,350,Sat,17,White,Male,
YE600717,03/02/2019 12:00:00 AM,1250,Sat,23,White,Male,
SE588270,03/02/2019 12:00:00 AM,1534,Sat,23,Black,Female,
SE588273,03/02/2019 12:00:00 AM,1558,Sat,30,Black,Male,
E202249,03/02/2019 12:00:00 AM,1632,Sat,42,White,Male,
